rowid,kepid,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,TARGET
,10793172,CANDIDATE,989,0.0,,0.0,0.0,12.0999065000,0.0001087000,-0.0001087000,143.0442400000,0.0081100000,-0.0081100000,0.1400000000,307.0000000000,,3558.0000000000,209.0000000000,,,12.2000000000,-12.2000000000,1.3900000000,0.2100000000,,807.0000000000,100.3700000000,38.7700000000,-31.0900000000,15.1000000000,1.0000000000,5553.0000000000,,-74.0000000000,4.3300000000,0.1370000000,,1098.0000000000,161.0000000000,-161.0000000000,,48.1858220000,14.7540000000,2.0
,10793172,CANDIDATE,995,,0.0,,0.0,,0.0390400000,-0.0390400000,134.6501400000,0.0060900000,-0.0060900000,8.0000000000,448.0000000000,,2.9400000000,199.0000000000,-199.0000000000,114.3000000000,9.3000000000,-9.3000000000,,0.1700000000,,1059.0000000000,,114.6200000000,-91.9300000000,14.4000000000,,5553.0000000000,74.0000000000,-74.0000000000,4.3300000000,,,1098.0000000000,161.0000000000,-161.0000000000,290.2016300000,48.1858220000,14.7540000000,
,7136729,FALSE POSITIVE,,0.0,0.0,1.0,0.0,3.1731940700,0.0205800000,,133.3836500000,0.0050800000,,211.0000000000,243.0000000000,-211.0000000000,,162.0000000000,-162.0000000000,135.8000000000,10.1000000000,-10.1000000000,0.9100000000,,,1077.0000000000,,146.0900000000,-102.3600000000,16.2000000000,1.0000000000,5369.0000000000,160.0000000000,,,105.0000000000,-95.0000000000,784.0000000000,109.0000000000,-98.0000000000,296.8865400000,42.6550790000,14162.0000000000,1.0
2437,6364276,FALSE POSITIVE,0.0,0.0,0.0,,1.0,5.2436830200,0.0792600000,,132.7109000000,,-14.0000000000,6.0000000000,,-6.0000000000,,326.0000000000,-326.0000000000,225.4000000000,7.1000000000,-7.1000000000,0.9100000000,0.0600000000,-0.0800000000,654.0000000000,43.1300000000,,,36.9000000000,1.0000000000,4194.0000000000,126.0000000000,-139.0000000000,4633.0000000000,53.0000000000,-21.0000000000,629.0000000000,0.0400000000,-0.0600000000,291.8989300000,,,1.0
,4367854,FALSE POSITIVE,276,0.0,,,0.0,,0.0180800000,-0.0180800000,133.3440100000,0.0031700000,-0.0031700000,,0.0200000000,-485.0000000000,2.1552000000,0.0961000000,,320.8000000000,19.2000000000,,1.3700000000,0.1300000000,-0.1500000000,836.0000000000,,41.0100000000,-32.9000000000,17.7000000000,1.0000000000,5044.0000000000,151.0000000000,-136.0000000000,4551.0000000000,78.0000000000,-48.0000000000,,72.0000000000,-79.0000000000,292.3790300000,39.4358410000,,
2439,5108946,FALSE POSITIVE,0.0,0.0,0.0,1.0,0.0,,0.0013350000,-0.0013350000,131.7440600000,,,395.0000000000,,,1.1656000000,0.0776000000,-0.0776000000,,8.0000000000,,1.3000000000,,,2385.0000000000,7620.0100000000,,-2433.7900000000,,1.0000000000,,174.0000000000,-239.0000000000,4433.0000000000,0.0500000000,,1092.0000000000,,-118.0000000000,294.4712500000,40.2787590000,15046.0000000000,
2440,10597693,CANDIDATE,1.0,0.0,0.0,0.0,0.0,31.6084371000,0.0002420000,,134.6828500000,0.0057800000,-0.0057800000,22.0000000000,0.4200000000,-21.0000000000,3675.0000000000,153.0000000000,,331.6000000000,23.4000000000,,,0.6100000000,-0.2000000000,634.0000000000,38.1000000000,36.0300000000,-11.5200000000,,,6341.0000000000,,-207.0000000000,4.4460000000,0.0540000000,-0.2160000000,1033.0000000000,334.0000000000,-111.0000000000,290.9288000000,47.8872490000,14.7560000000,2.0
2441,7466270,CANDIDATE,782,0.0,0.0,0.0,0.0,16.1558656000,,-0.0001418000,140.2301200000,,,973.0000000000,,-653.0000000000,3798.0000000000,0.3100000000,-0.3100000000,731.3000000000,46.2000000000,-46.2000000000,2.0400000000,0.1400000000,-0.1800000000,455.0000000000,10.1000000000,,-2.9300000000,,1.0000000000,4504.0000000000,142.0000000000,-178.0000000000,,0.0580000000,-31.0000000000,0.5300000000,38.0000000000,-46.0000000000,297.2722200000,43.0987210000,15.7710000000,2.0
,10876237,FALSE POSITIVE,0.0,0.0,1.0,1.0,0.0,,0.0056040000,,132.3280100000,,,211.0000000000,245.0000000000,-211.0000000000,1513.0000000000,117.0000000000,-117.0000000000,52.3000000000,4.1000000000,,1.6000000000,,-0.5700000000,2472.0000000000,8804.6000000000,5152.8800000000,-5557.8900000000,15.8000000000,1.0000000000,,171.0000000000,-171.0000000000,3847.0000000000,,-0.1000000000,2.1900000000,422.0000000000,-784.0000000000,297.3176000000,48.2393680000,13147.0000000000,1.0
2443,12314973,CANDIDATE,1.0,0.0,0.0,,0.0,28.4548909100,0.0248600000,-0.0248600000,,0.0006700000,-0.0006700000,0.5000000000,61.0000000000,-352.0000000000,8.1593000000,0.0576000000,,1418.6000000000,6.7000000000,-6.7000000000,6.0800000000,0.3400000000,,769.0000000000,82.7000000000,14.4700000000,-14.6100000000,244.7000000000,1.0000000000,,80.0000000000,-74.0000000000,4159.0000000000,48.0000000000,-32.0000000000,,89.0000000000,,295.4865100000,51.0135000000,11.6840000000,0.0
2444,3346154,,1.0,0.0,0.0,0.0,0.0,1.9527111610,0.0022560000,-0.0022560000,133.1609860000,0.0009670000,-0.0009670000,962.0000000000,24.0000000000,-682.0000000000,872.0000000000,0.0356000000,-0.0356000000,403.0000000000,18.9000000000,-18.9000000000,2.5800000000,0.7600000000,-0.2600000000,1403.0000000000,,792.5300000000,-264.4500000000,30.7000000000,1.0000000000,5741.0000000000,154.0000000000,-188.0000000000,,0.0520000000,-0.2080000000,946.0000000000,,-93.0000000000,292.4274900000,38.4729120000,,2.0
2445,5308387,FALSE POSITIVE,,0.0,,1.0,1.0,0.6207396670,0.0017880000,-0.0017880000,132.1005100000,0.0022100000,-0.0022100000,1158.0000000000,522.0000000000,-84.0000000000,2477.0000000000,116.0000000000,,108.2000000000,4.2000000000,-4.2000000000,29.2800000000,8.3500000000,,2947.0000000000,,14584.7700000000,-9905.5900000000,30.8000000000,1.0000000000,6559.0000000000,,-214.0000000000,,,-175.0000000000,,,-457.0000000000,299.5075100000,,,
2446,6233573,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,,,-0.0000009210,131.4978800000,0.0013200000,-0.0013200000,,784.0000000000,-1.0000000000,2.4382000000,0.0828000000,-0.0828000000,193.8000000000,4.9000000000,-4.9000000000,51.0200000000,13.9400000000,-32.5200000000,3434.0000000000,,,-29200.7400000000,48.3000000000,1.0000000000,5787.0000000000,193.0000000000,-176.0000000000,,0.7560000000,-0.1780000000,2667.0000000000,729.0000000000,-1.7000000000,299.0649100000,,,1.0
2447,10363281,FALSE POSITIVE,,,1.0,1.0,1.0,0.9349247390,,,,0.0032700000,-0.0032700000,309.0000000000,173.0000000000,-309.0000000000,2052.0000000000,119.0000000000,-119.0000000000,73.8000000000,4.6000000000,-4.6000000000,2.2900000000,,-0.8600000000,3156.0000000000,23533.0000000000,11752.8600000000,-15294.5800000000,20.3000000000,1.0000000000,6477.0000000000,176.0000000000,-176.0000000000,3781.0000000000,312.0000000000,-98.0000000000,,422.0000000000,-985.0000000000,299.6295200000,47.4798090000,12.3100000000,1.0
2448,4861527,FALSE POSITIVE,,0.0,1.0,1.0,1.0,25.7054557000,0.0002768000,-0.0002768000,156.6670900000,0.0083800000,-0.0083800000,722.0000000000,28.0800000000,-0.2700000000,6059.0000000000,327.0000000000,-327.0000000000,266.3000000000,9.6000000000,-9.6000000000,1.7500000000,0.5600000000,-0.1800000000,670.0000000000,,44.6700000000,-14.4100000000,27.6000000000,1.0000000000,6326.0000000000,169.0000000000,-207.0000000000,4459.0000000000,,-0.2160000000,,0.3200000000,,,39.9001620000,13.8590000000,1.0
2449,9898447,,1.0,,0.0,0.0,,2.3775244200,0.0135100000,,133.3985400000,,-0.0047700000,,,-256.0000000000,2307.0000000000,127.0000000000,-127.0000000000,32.1000000000,,-2.3000000000,0.5300000000,0.0700000000,-0.0300000000,1278.0000000000,632.6200000000,251.8900000000,,15.9000000000,1.0000000000,5615.0000000000,,-123.0000000000,4505.0000000000,0.0300000000,-0.1200000000,936.0000000000,132.0000000000,,294.8668800000,46.7905620000,12258.0000000000,2.0
2450,5307568,FALSE POSITIVE,1,0.0,0.0,,,2.6283809700,0.0177300000,-0.0177300000,131.6234300000,0.0057800000,-0.0057800000,87.0000000000,0.3700000000,-87.0000000000,3193.0000000000,181.0000000000,-181.0000000000,89.9000000000,6.8000000000,-6.8000000000,1.0100000000,0.2900000000,-0.1400000000,1375.0000000000,846.0900000000,709.7800000000,-287.1600000000,15.3000000000,1.0000000000,5884.0000000000,156.0000000000,-191.0000000000,4408.0000000000,,-196.0000000000,1.0700000000,,,,40.4330600000,14037.0000000000,
2451,11135308,CANDIDATE,999,0.0,0.0,0.0,0.0,1.8778785380,0.0000073770,-0.0000073770,132.2613100000,0.0032600000,-0.0032600000,248.0000000000,,-248.0000000000,2.3900000000,,-101.0000000000,47.5000000000,,,0.7800000000,0.1700000000,-0.1000000000,1701.0000000000,1977.3500000000,1248.8800000000,-642.8100000000,20.6000000000,,6324.0000000000,150.0000000000,-188.0000000000,4352.0000000000,96.0000000000,,1115.0000000000,244.0000000000,-142.0000000000,290.6937300000,48.7014810000,13295.0000000000,0.0
2452,6521045,CANDIDATE,1.0,0.0,0.0,0.0,0.0,35.3331932000,0.0002248000,-0.0002248000,153.9824900000,0.0048900000,-0.0048900000,,,,,128.0000000000,-128.0000000000,99.7000000000,3.6000000000,-3.6000000000,,0.1000000000,-0.0800000000,670.0000000000,47.5200000000,,-7.2100000000,28.8000000000,3.0000000000,5788.0000000000,,-78.0000000000,4122.0000000000,33.0000000000,-0.0270000000,1474.0000000000,94.0000000000,-79.0000000000,291.3859900000,41.9902690000,11.1970000000,
,,CANDIDATE,1.0,,,,0.0,15.0896415000,0.0466400000,-0.0466400000,175.9537100000,0.0023300000,-0.0023300000,,385.0000000000,-0.0200000000,4.3349000000,0.0675000000,,77.8000000000,,-2.9000000000,1.4200000000,0.0900000000,-0.0600000000,,207.6400000000,39.3800000000,-27.5600000000,29.5000000000,1.0000000000,6063.0000000000,85.0000000000,-73.0000000000,4061.0000000000,,-0.0300000000,1613.0000000000,98.0000000000,-74.0000000000,282.4922200000,43.9802090000,11.3900000000,0.0
2454,7019524,,981,0.0,0.0,,0.0,,,-0.0000455000,134.2506100000,0.0064000000,,,275.0000000000,-173.0000000000,3018.0000000000,175.0000000000,-175.0000000000,127.5000000000,9.1000000000,-9.1000000000,1.0800000000,,-0.1200000000,1042.0000000000,,254.0500000000,-82.7700000000,16.7000000000,1.0000000000,5914.0000000000,158.0000000000,-193.0000000000,4.4830000000,0.0540000000,-0.2160000000,955.0000000000,297.0000000000,-99.0000000000,286.9584400000,42.5413820000,14.6990000000,0.0
2455,5106313,CANDIDATE,991,,,0.0,0.0,,0.0175300000,,131.8592900000,0.0033900000,-0.0033900000,224.0000000000,237.0000000000,,,109.0000000000,,189.0000000000,13.7000000000,-13.7000000000,1.1300000000,0.0400000000,-0.0900000000,956.0000000000,197.6600000000,,-38.0700000000,16.2000000000,1.0000000000,5018.0000000000,83.0000000000,,4492.0000000000,77.0000000000,-0.0280000000,838.0000000000,33.0000000000,-62.0000000000,,40.2409290000,14.7560000000,
,,CANDIDATE,993,0.0,0.0,0.0,,0.7409263580,0.0018370000,-0.0018370000,131.9116300000,0.0020600000,-0.0020600000,202.0000000000,257.0000000000,-202.0000000000,1.0163000000,0.0686000000,-0.0686000000,195.5000000000,11.8000000000,-11.8000000000,1.2200000000,0.3000000000,-0.1300000000,1873.0000000000,2909.2100000000,2097.9000000000,-879.5900000000,20.0000000000,1.0000000000,5618.0000000000,152.0000000000,-169.0000000000,4494.0000000000,0.0720000000,-168.0000000000,874.0000000000,213.0000000000,-98.0000000000,289.1954700000,46.6516990000,15918.0000000000,0.0
,5642620,,0.0,1.0,0.0,1.0,0.0,75.8580035000,0.0007744000,-0.0007744000,165.5543000000,0.0085800000,,,24.0000000000,-662.0000000000,5382.0000000000,0.2400000000,-0.2400000000,,77.1000000000,-77.1000000000,2.7200000000,0.2700000000,-0.2200000000,281.0000000000,1.4700000000,0.5800000000,,16.1000000000,3.0000000000,4474.0000000000,156.0000000000,-171.0000000000,4.6700000000,32.0000000000,-0.0440000000,614.0000000000,62.0000000000,,,40.8149600000,15398.0000000000,1.0
2458,5014903,,0.0,0.0,0.0,1.0,0.0,,0.0406900000,-0.0406900000,136.1938700000,0.0046200000,,,258.0000000000,-203.0000000000,,165.0000000000,-165.0000000000,404.8000000000,34.3000000000,-34.3000000000,1.8900000000,,-0.2300000000,899.0000000000,154.4600000000,132.6600000000,-50.4100000000,14.6000000000,1.0000000000,5765.0000000000,173.0000000000,-190.0000000000,4468.0000000000,67.0000000000,-0.1890000000,0.9400000000,268.0000000000,,292.9090300000,40.1520390000,15648.0000000000,1.0
2459,5980783,CANDIDATE,983,0.0,,0.0,0.0,37.3033197000,0.0005879000,-0.0005879000,,0.0124000000,-0.0124000000,,33.0000000000,-638.0000000000,7793.0000000000,233.0000000000,-233.0000000000,551.7000000000,32.3000000000,-32.3000000000,2.3100000000,0.5700000000,-0.2500000000,493.0000000000,,10.8500000000,-4.2200000000,,1.0000000000,5646.0000000000,186.0000000000,-186.0000000000,4.5500000000,53.0000000000,,817.0000000000,203.0000000000,-87.0000000000,297.1992800000,41.2264290000,15.5270000000,2.0
2460,,CANDIDATE,999,0.0,0.0,,0.0,10.1643507600,,,136.4303400000,,,,2.0000000000,-0.6500000000,6017.0000000000,166.0000000000,-166.0000000000,37.7000000000,2.3000000000,,1.9900000000,0.3100000000,,1389.0000000000,,390.9000000000,,18.4000000000,1.0000000000,6133.0000000000,134.0000000000,-121.0000000000,3718.0000000000,0.2240000000,,2.7100000000,409.0000000000,-818.0000000000,286.5801400000,45.1638220000,11912.0000000000,2.0
2461,12008872,CANDIDATE,1.0,0.0,0.0,,,14.8877665000,0.0776400000,,141.9543200000,,-0.0044900000,,134.0000000000,-576.0000000000,,131.0000000000,-131.0000000000,252.5000000000,10.2000000000,,1.9600000000,0.6000000000,,,112.8500000000,101.7500000000,-44.0500000000,,1.0000000000,6143.0000000000,,,,,-198.0000000000,1116.0000000000,344.0000000000,-185.0000000000,289.0648500000,50.4609720000,13.9140000000,
2462,,CANDIDATE,989,0.0,0.0,0.0,0.0,,0.0000229000,-0.0000229000,,0.0038500000,-0.0038500000,203.0000000000,,-203.0000000000,3.4702000000,0.0988000000,-0.0988000000,106.2000000000,4.7000000000,-4.7000000000,1.3100000000,0.2100000000,-0.2400000000,1214.0000000000,513.6800000000,211.5500000000,-192.6400000000,,,5576.0000000000,83.0000000000,-75.0000000000,4.2010000000,,-0.1120000000,1289.0000000000,,-242.0000000000,284.6753800000,,13.8360000000,
2463,4072333,,0.0,0.0,0.0,1.0,0.0,2.0077505310,0.0065090000,,132.5784300000,0.0026500000,,0.4200000000,0.0500000000,-407.0000000000,2.0715000000,0.0886000000,-0.0886000000,,19.0000000000,,1.6400000000,0.3700000000,-0.1600000000,1319.0000000000,716.7900000000,489.8500000000,-198.0200000000,21.8000000000,1.0000000000,5645.0000000000,,-169.0000000000,4.5490000000,0.0400000000,-0.1600000000,865.0000000000,193.0000000000,-83.0000000000,295.3301400000,39.1625400000,,1.0
2464,9886361,CANDIDATE,1.0,0.0,0.0,,0.0,,0.0000369000,-0.0000369000,,0.0040800000,-0.0040800000,14.0000000000,433.0000000000,-14.0000000000,5922.0000000000,112.0000000000,-112.0000000000,85.4000000000,2.7000000000,-2.7000000000,1.3800000000,0.2500000000,-0.2200000000,,480.2600000000,239.2000000000,-172.6200000000,33.8000000000,,6170.0000000000,110.0000000000,-135.0000000000,4192.0000000000,0.1370000000,-125.0000000000,1499.0000000000,272.0000000000,,289.9214500000,46.7445600000,12805.0000000000,0.0
2465,,CANDIDATE,986,0.0,0.0,0.0,0.0,,,,140.7163900000,,-0.0060800000,0.8500000000,56.0000000000,-574.0000000000,5517.0000000000,175.0000000000,-175.0000000000,,7.6000000000,,2.0700000000,0.3800000000,-0.3400000000,604.0000000000,,15.6700000000,-11.3000000000,20.0000000000,,6170.0000000000,110.0000000000,-135.0000000000,4192.0000000000,0.1370000000,-125.0000000000,,272.0000000000,-245.0000000000,,46.7445600000,12805.0000000000,0.0
2466,3730335,FALSE POSITIVE,0.0,0.0,0.0,1.0,0.0,0.5960878930,0.0000007410,-0.0000007410,,0.0010500000,-0.0010500000,,172.0000000000,,0.7159000000,0.0453000000,-0.0453000000,105.1000000000,4.9000000000,-4.9000000000,,0.4900000000,,2967.0000000000,,14318.7200000000,,30.3000000000,1.0000000000,6049.0000000000,190.0000000000,-232.0000000000,3997.0000000000,,,1827.0000000000,467.0000000000,,285.9194300000,38.8718150000,13.4840000000,1.0
2467,6528464,CANDIDATE,1.0,0.0,0.0,,,12.5822980800,,-0.0273600000,175.0212900000,0.0016600000,-0.0016600000,44.0000000000,367.0000000000,-44.0000000000,6375.0000000000,0.0500000000,-0.0500000000,118.7000000000,2.1000000000,-2.1000000000,1.5300000000,0.0500000000,,,167.4100000000,,-12.6500000000,,1.0000000000,5587.0000000000,100.0000000000,-58.0000000000,,0.0110000000,-0.0110000000,1423.0000000000,47.0000000000,-26.0000000000,293.7328200000,41.9008290000,11411.0000000000,0.0
2468,7428316,FALSE POSITIVE,0.0,0.0,1.0,1.0,0.0,7.1268469500,0.0557900000,,137.4280700000,0.0067300000,-0.0067300000,0.7100000000,,,3179.0000000000,549.0000000000,-549.0000000000,,17.3000000000,-17.3000000000,1.3800000000,0.3500000000,-0.1300000000,,185.1700000000,140.8700000000,-49.9200000000,20.7000000000,1.0000000000,6050.0000000000,164.0000000000,-182.0000000000,4525.0000000000,0.0440000000,-0.1760000000,896.0000000000,,-82.0000000000,285.9848300000,43.0909120000,14.8000000000,
2469,10275766,FALSE POSITIVE,0.0,0.0,1.0,1.0,,,0.0022820000,-0.0022820000,131.8607600000,0.0030400000,-0.0030400000,1169.0000000000,223.0000000000,-178.0000000000,,223.0000000000,-223.0000000000,,,,23.9200000000,7.4500000000,-2.6500000000,2420.0000000000,8123.0200000000,7466.0200000000,-2549.9500000000,34.5000000000,1.0000000000,6363.0000000000,177.0000000000,-221.0000000000,,,-195.0000000000,1198.0000000000,373.0000000000,-133.0000000000,292.5448000000,,15.3960000000,1.0
2471,6370120,CANDIDATE,1.0,0.0,0.0,0.0,0.0,,,,131.6432100000,0.0034600000,-0.0034600000,0.2400000000,235.0000000000,,1618.0000000000,141.0000000000,-141.0000000000,145.3000000000,12.6000000000,-12.6000000000,0.8000000000,,,1102.0000000000,348.9000000000,83.3400000000,-85.5100000000,14.8000000000,1.0000000000,4414.0000000000,,-145.0000000000,4621.0000000000,0.0300000000,-0.0300000000,,,-49.0000000000,293.7289400000,41.7012100000,15169.0000000000,2.0
2472,5642620,FALSE POSITIVE,0.0,,1.0,0.0,0.0,0.4933938590,0.0000012930,-0.0000012930,131.5737800000,0.0022700000,-0.0022700000,961.0000000000,0.0300000000,-692.0000000000,,,-0.0515000000,264.7000000000,16.7000000000,-16.7000000000,1.4000000000,0.1400000000,-0.1200000000,1505.0000000000,1203.1400000000,469.5400000000,,20.3000000000,1.0000000000,4474.0000000000,,-171.0000000000,,,-0.0440000000,614.0000000000,62.0000000000,-0.0500000000,297.5908500000,40.8149600000,15398.0000000000,1.0
2473,,CANDIDATE,,0.0,0.0,0.0,0.0,11.9540187600,0.0757300000,,,0.0058600000,-0.0058600000,744.0000000000,209.0000000000,,2656.0000000000,116.0000000000,-116.0000000000,,51.0000000000,-51.0000000000,,0.1300000000,,525.0000000000,17.9200000000,,-5.4000000000,,,4359.0000000000,,-172.0000000000,,0.0560000000,-0.0200000000,659.0000000000,42.0000000000,-62.0000000000,,,15911.0000000000,0.0
2474,,FALSE POSITIVE,0.0,0.0,0.0,1.0,1.0,2.4888303300,0.0260300000,-0.0260300000,132.1176600000,0.0098000000,-0.0098000000,696.0000000000,264.0000000000,-477.0000000000,4268.0000000000,305.0000000000,-305.0000000000,51.4000000000,4.0000000000,-4.0000000000,0.6400000000,0.1400000000,-0.0700000000,1230.0000000000,540.3400000000,364.7200000000,-152.0300000000,,,5615.0000000000,,-152.0000000000,4.5140000000,77.0000000000,-154.0000000000,833.0000000000,,-87.0000000000,293.2581200000,46.3057290000,14103.0000000000,1.0
2475,,FALSE POSITIVE,0.0,,1.0,1.0,0.0,20.2340219000,0.0002006000,-0.0002006000,141.3862200000,,-0.0079200000,249.0000000000,0.2100000000,-249.0000000000,3674.0000000000,274.0000000000,-274.0000000000,193.6000000000,20.0000000000,,0.9900000000,0.1900000000,-0.0800000000,562.0000000000,23.5300000000,,-6.3400000000,11.5000000000,1.0000000000,5528.0000000000,210.0000000000,-191.0000000000,4627.0000000000,38.0000000000,-0.1200000000,,137.0000000000,-59.0000000000,298.7640400000,48.6449200000,13776.0000000000,1.0
2476,6129524,,1.0,0.0,0.0,,0.0,0.8818426300,0.0000030210,-0.0000030210,131.6886900000,,-0.0031400000,454.0000000000,495.0000000000,-251.0000000000,,0.0714000000,-0.0714000000,249.9000000000,14.2000000000,-14.2000000000,,0.2100000000,,1564.0000000000,1419.4600000000,,-388.7100000000,21.2000000000,1.0000000000,5268.0000000000,184.0000000000,,4.5940000000,,-105.0000000000,776.0000000000,131.0000000000,-66.0000000000,293.6704700000,,15919.0000000000,0.0
,,CANDIDATE,1.0,0.0,0.0,0.0,0.0,5.4483210780,0.0076170000,-0.0076170000,132.4908800000,,-0.0011300000,614.0000000000,0.3000000000,-408.0000000000,2.2213000000,0.0405000000,-0.0405000000,529.4000000000,10.5000000000,-10.5000000000,2.1700000000,0.3100000000,-0.1100000000,978.0000000000,215.9500000000,,-37.5600000000,55.1000000000,1.0000000000,,103.0000000000,-126.0000000000,4.5170000000,0.0280000000,-0.1120000000,905.0000000000,127.0000000000,-45.0000000000,,41.0357700000,12.4300000000,0.0
2478,5794570,CANDIDATE,1.0,0.0,0.0,0.0,0.0,1.1161271690,0.0032610000,,131.8498200000,0.0023700000,-0.0023700000,648.0000000000,299.0000000000,-448.0000000000,1.3235000000,0.0727000000,-0.0727000000,,,,,0.1400000000,,1659.0000000000,1797.6300000000,712.8700000000,-312.6800000000,,2.0000000000,5721.0000000000,103.0000000000,,4.5170000000,0.0280000000,,905.0000000000,127.0000000000,-45.0000000000,292.9712500000,41.0357700000,12.4300000000,2.0
